specID,tableID,labelDrug,interactDrug(WholeStub),cellID,cellRole,cellContent,WholeSuperRow,StructureType
b829f9b2-f0ac-408a-a6f4-18b72150227d,89,Lamotrigine,Estrogen-containing oral contraceptive preparations containing 30 mcg ethinylestradiol and 150 mcg levonorgestrel,1.1,Data,? lamotrigine,None,MATRIX
b829f9b2-f0ac-408a-a6f4-18b72150227d,89,Lamotrigine,Concomitant Drug,0.1,Header,Effect on Concentration of Lamotrigine or Concomitant Drug,None,MATRIX
b829f9b2-f0ac-408a-a6f4-18b72150227d,89,Lamotrigine,Valproate,11.1,Stub,? valproate,None,MATRIX
b829f9b2-f0ac-408a-a6f4-18b72150227d,89,Lamotrigine,Valproate,10.1,Data,? lamotrigine,None,MATRIX
b829f9b2-f0ac-408a-a6f4-18b72150227d,89,Lamotrigine,Phenobarbital/primidone,7.1,Data,? lamotrigine,None,MATRIX
b829f9b2-f0ac-408a-a6f4-18b72150227d,89,Lamotrigine,Atazanavir/ritonavir,6.1,Data,? lamotrigine,None,MATRIX
b829f9b2-f0ac-408a-a6f4-18b72150227d,89,Lamotrigine,Carbamazepine and carbamazepine epoxide,3.1,Data,? lamotrigine,None,MATRIX
b829f9b2-f0ac-408a-a6f4-18b72150227d,89,Lamotrigine,Estrogen-containing oral contraceptive preparations containing 30 mcg ethinylestradiol and 150 mcg levonorgestrel,2.1,Stub,? levonorgestrel,None,MATRIX
b829f9b2-f0ac-408a-a6f4-18b72150227d,89,Lamotrigine,Rifampin,9.1,Data,? lamotrigine,None,MATRIX
32d6371e-ba56-4294-b732-6d43627c5c47,4186,SUSTIVA,NA,1.1,SuperRow,HIV antiviral agents,None,SUBHEADER
32d6371e-ba56-4294-b732-6d43627c5c47,4186,SUSTIVA,Concomitant Drug Class: Drug Name,0.1,Header,Effect,None,SUBHEADER
32d6371e-ba56-4294-b732-6d43627c5c47,4186,SUSTIVA,HMG-CoA reductase inhibitors:隷隷Atorvastatin 隷隷Pravastatin隷隷Simvastatin,30.1,Data,?隷atorvastatin*?隷pravastatin*?隷simvastatin*,Other agents,SUBHEADER
32d6371e-ba56-4294-b732-6d43627c5c47,4186,SUSTIVA,Narcotic analgesic:隷隷Methadone,34.1,Data,?隷methadone*,Other agents,SUBHEADER
32d6371e-ba56-4294-b732-6d43627c5c47,4186,SUSTIVA,Protease inhibitor:隷隷Simeprevir,12.1,Data,?隷simeprevir*?隷efavirenz*,Hepatitis C antiviral agents,SUBHEADER
32d6371e-ba56-4294-b732-6d43627c5c47,4186,SUSTIVA,Protease inhibitor:隷隷Saquinavir,7.1,Data,?隷saquinavir*,HIV antiviral agents,SUBHEADER
32d6371e-ba56-4294-b732-6d43627c5c47,4186,SUSTIVA,"Immunosuppressants: Cyclosporine, tacrolimus, sirolimus, and others metabolized by CYP3A",33.1,Data,?隷immunosuppressant,Other agents,SUBHEADER
32d6371e-ba56-4294-b732-6d43627c5c47,4186,SUSTIVA,Protease inhibitor:隷隷Ritonavir,6.1,Data,?隷ritonavir*?隷efavirenz*,HIV antiviral agents,SUBHEADER
32d6371e-ba56-4294-b732-6d43627c5c47,4186,SUSTIVA,Protease inhibitor:隷隷Atazanavir,3.1,Data,?隷atazanavir*,HIV antiviral agents,SUBHEADER
32d6371e-ba56-4294-b732-6d43627c5c47,4186,SUSTIVA,Protease inhibitor:隷隷Fosamprenavir calcium,2.1,Data,?隷amprenavir,HIV antiviral agents,SUBHEADER
32d6371e-ba56-4294-b732-6d43627c5c47,4186,SUSTIVA,Antifungals:隷隷Voriconazole,19.1,Data,?隷voriconazole*?隷efavirenz*,Other agents,SUBHEADER
32d6371e-ba56-4294-b732-6d43627c5c47,4186,SUSTIVA,NNRTI:隷隷Other NNRTIs,8.1,Data,?隷or ?隷efavirenzand/or NNRTI,HIV antiviral agents,SUBHEADER
32d6371e-ba56-4294-b732-6d43627c5c47,4186,SUSTIVA,Protease inhibitor:隷隷Lopinavir/ritonavir,5.1,Data,?隷lopinavir*,HIV antiviral agents,SUBHEADER
32d6371e-ba56-4294-b732-6d43627c5c47,4186,SUSTIVA,Protease inhibitor:隷隷Indinavir,4.1,Data,?隷indinavir*,HIV antiviral agents,SUBHEADER
32d6371e-ba56-4294-b732-6d43627c5c47,4186,SUSTIVA,Protease inhibitor:隷隷Boceprevir,11.1,Data,?隷boceprevir*,Hepatitis C antiviral agents,SUBHEADER
32d6371e-ba56-4294-b732-6d43627c5c47,4186,SUSTIVA,Antidepressants:隷隷Bupropion,17.1,Data,?隷bupropion*,Other agents,SUBHEADER
32d6371e-ba56-4294-b732-6d43627c5c47,4186,SUSTIVA,,16.1,Data,?隷anticonvulsant?隷efavirenz,Other agents,SUBHEADER
32d6371e-ba56-4294-b732-6d43627c5c47,4186,SUSTIVA,NA,13.1,SuperRow,Other agents,None,SUBHEADER
32d6371e-ba56-4294-b732-6d43627c5c47,4186,SUSTIVA,CCR5 co-receptor antagonist:隷隷Maraviroc,9.1,Data,?隷maraviroc*,HIV antiviral agents,SUBHEADER
32d6371e-ba56-4294-b732-6d43627c5c47,4186,SUSTIVA,NA,10.1,SuperRow,Hepatitis C antiviral agents,None,SUBHEADER
32d6371e-ba56-4294-b732-6d43627c5c47,4186,SUSTIVA,,20.1,Data,?隷itraconazole*?隷hydroxyitraconazole*,Other agents,SUBHEADER
32d6371e-ba56-4294-b732-6d43627c5c47,4186,SUSTIVA,Calcium channel blockers:隷隷Diltiazem,28.1,Data,?隷diltiazem*?隷desacetyl diltiazem*?隷N-monodesmethyl diltiazem*,Other agents,SUBHEADER
32d6371e-ba56-4294-b732-6d43627c5c47,4186,SUSTIVA,Implant隷隷Etonogestrel,32.1,Data,?隷etonogestrel,Other agents,SUBHEADER
32d6371e-ba56-4294-b732-6d43627c5c47,4186,SUSTIVA,,27.1,Data,"?隷atovaquone*                                       ?隷proguanil*",Other agents,SUBHEADER
32d6371e-ba56-4294-b732-6d43627c5c47,4186,SUSTIVA,,21.1,Data,?隷ketoconazole,Other agents,SUBHEADER
32d6371e-ba56-4294-b732-6d43627c5c47,4186,SUSTIVA,"Others (eg, felodipine, nicardipine, nifedipine, verapamil)",29.1,Data,?隷calcium channel blocker,Other agents,SUBHEADER
32d6371e-ba56-4294-b732-6d43627c5c47,4186,SUSTIVA,Antimalarials:隷隷Artemether/lumefantrine,26.1,Data,"?隷artemether*                                       ?隷dihydroartemisinin*                                    ?隷lumefantrine*",Other agents,SUBHEADER
32d6371e-ba56-4294-b732-6d43627c5c47,4186,SUSTIVA,,25.1,Data,?隷efavirenz*,Other agents,SUBHEADER
32d6371e-ba56-4294-b732-6d43627c5c47,4186,SUSTIVA,Anticonvulsants:隷隷Carbamazepine,15.1,Data,?隷carbamazepine*?隷efavirenz*,Other agents,SUBHEADER
32d6371e-ba56-4294-b732-6d43627c5c47,4186,SUSTIVA,Anticoagulant:隷隷Warfarin,14.1,Data,?隷or隷?隷warfarin,Other agents,SUBHEADER
32d6371e-ba56-4294-b732-6d43627c5c47,4186,SUSTIVA,Antimycobacterials:隷隷Rifabutin,24.1,Data,?隷rifabutin*,Other agents,SUBHEADER
32d6371e-ba56-4294-b732-6d43627c5c47,4186,SUSTIVA,,22.1,Data,?隷posaconazole*,Other agents,SUBHEADER
32d6371e-ba56-4294-b732-6d43627c5c47,4186,SUSTIVA,Anti-infective:隷隷Clarithromycin,23.1,Data,?隷clarithromycin*?隷14-OH metabolite*,Other agents,SUBHEADER
32d6371e-ba56-4294-b732-6d43627c5c47,4186,SUSTIVA,Hormonal contraceptives: Oral隷隷Ethinyl estradiol/隷隷Norgestimate,31.1,Data,?隷active metabolitesof norgestimate*,Other agents,SUBHEADER
32d6371e-ba56-4294-b732-6d43627c5c47,4186,SUSTIVA,,18.1,Data,?隷sertraline*,Other agents,SUBHEADER
6a3aa7ea-4a9d-4be2-a6d9-5fbf21673835,12047,Levothyroxine Sodium,NA,1.1,SuperRow,"Drugs that may reduce TSH secretion - the reduction is not sustained; therefore, hypothyroidism does not occur",None,SUBHEADER
6a3aa7ea-4a9d-4be2-a6d9-5fbf21673835,12047,Levothyroxine Sodium,Drug or Drug Class,0.1,Data,Effect,,SUBHEADER
6a3aa7ea-4a9d-4be2-a6d9-5fbf21673835,12047,Levothyroxine Sodium,Sympathomimetics,30.1,Data,Concurrent use may increase the effects of sympathomimetics or thyroid hormone. Thyroid hormones may increase the risk of coronary insufficiency when sympathomimetic agents are administered to patients with coronary artery disease.,Miscellaneous,SUBHEADER
6a3aa7ea-4a9d-4be2-a6d9-5fbf21673835,12047,Levothyroxine Sodium,ClofibrateEstrogen-containing oral contraceptivesEstrogens (oral)Heroin / Methadone5-FluorouracilMitotaneTamoxifen,12.1,Data,Androgens / Anabolic SteroidsAsparaginaseGlucocorticoidsSlow-Release Nicotinic Acid,"Drugs that may alter T                                       4                                        and T                                       3                                        serum transport - but FT                                       4                                        concentration remains normal; and, therefore, the patient remains euthyroid",SUBHEADER
6a3aa7ea-4a9d-4be2-a6d9-5fbf21673835,12047,Levothyroxine Sodium,AmiodaroneIodide (including iodine-containing Radiographic contrast agents),7.1,Data,"Iodide and drugs that contain pharmacologic amounts of iodide may cause hyperthyroidism in euthyroid patients with Grave's disease previously treated with antithyroid drugs or in euthyroid patients with thyroid autonomy (e.g., multinodular goiter or hyper functioning thyroid adenoma). Hyperthyroidism may develop over several weeks and may persist for several months after therapy discontinuation. Amiodarone may induce hyperthyroidism by causing thyroiditis.","Drugs that may increase thyroid hormone secretion, which may result in hyperthyroidism",SUBHEADER
6a3aa7ea-4a9d-4be2-a6d9-5fbf21673835,12047,Levothyroxine Sodium,NA,6.1,SuperRow,"Drugs that may increase thyroid hormone secretion, which may result in hyperthyroidism",None,SUBHEADER
6a3aa7ea-4a9d-4be2-a6d9-5fbf21673835,12047,Levothyroxine Sodium,None,3.1,Data,Drugs that alter thyroid hormone secretion,None,SUBHEADER
6a3aa7ea-4a9d-4be2-a6d9-5fbf21673835,12047,Levothyroxine Sodium,Dopamine/Dopamine AgonistsGlucocorticoidsOctreotide,2.1,Data,Use of these agents may result in a transient reduction in TSH secretion when administered at the following doses: dopamine ( ? 1 mcg/kg/min); Glucocorticoids (hydrocortisone ? 100 mg/day or equivalent); Octreotide ( > 100 mcg/day).,"Drugs that may reduce TSH secretion - the reduction is not sustained; therefore, hypothyroidism does not occur",SUBHEADER
6a3aa7ea-4a9d-4be2-a6d9-5fbf21673835,12047,Levothyroxine Sodium,"AmiodaroneBeta-adrenergic antagonists- (e.g., Propranolol > 160 mg/day)Glucocorticoids-(e.g., Dexamethasone ? 4 mg/day)Propylthiouracil (PTU)",19.1,Data,"Administration of these enzyme inhibitors decrease the peripheral conversion of T4 to T3, leading to decreased T3 levels. However, serum T4 levels are usually normal but may occasionally be slightly increased. In patients treated with large doses of propranolol ( > 160 mg/day), T3 and T4 levels change slightly, TSH levels remain normal, and patients are clinically euthyroid. It should be noted that actions of particular beta-adrenergic antagonists may be impaired when the hypothyroid patient is converted to the euthyroid state. Short-term administration of large doses of glucocorticoids may decrease serum T3 concentrations by 30% with minimal change in serum T4 levels. However, long-term glucocorticoid therapy may result in slightly decreased T3 and T4 levels due to decreased TBG production (see above).","Drugs that may decrease T                                       4                                        5' - deiodinase activity",SUBHEADER
6a3aa7ea-4a9d-4be2-a6d9-5fbf21673835,12047,Levothyroxine Sodium,NA,8.1,SuperRow,"Drugs that may decrease T                                       4                                        absorption, which may result in hypothyroidism",None,SUBHEADER
6a3aa7ea-4a9d-4be2-a6d9-5fbf21673835,12047,Levothyroxine Sodium,AminoglutethimideAmiodaroneIodide (including iodine-containing Radiographic contrast agents)LithiumMethimazolePropylthioracil (PTU)SulfonamidesTolbutamide,5.1,Data,"Long-term lithium therapy can result in goiter in up to 50% of patients, and either subclinical or overt hypothyroidism, each in up to 20% of patients. The fetus, neonate, elderly and euthyroid patients with underlying thyroid disease (e.g., Hashimoto's thyroiditis or with Grave's disease previously treated with radioiodine or surgery) are among those individuals who are particularly susceptible to iodine-induced hypothyroidism. Oral cholecystographic agents and amiodarone are slowly excreted, producing more prolonged hypothyroidism than parenterally administered iodinated contrast agents. Long-term amino-glu-tethimide therapy may minimally decrease T4 and T3 levels and increase TSH, although all values remain within normal limits in most patients.","Drugs that may decrease thyroid hormone secretion, which may result in hypothyroidism",SUBHEADER
6a3aa7ea-4a9d-4be2-a6d9-5fbf21673835,12047,Levothyroxine Sodium,NA,4.1,SuperRow,"Drugs that may decrease thyroid hormone secretion, which may result in hypothyroidism",None,SUBHEADER
6a3aa7ea-4a9d-4be2-a6d9-5fbf21673835,12047,Levothyroxine Sodium,Drugs that may increase serum TBG concentration,11.1,Data,Drugs that may decrease serum TBG concentration,"Drugs that may alter T                                       4                                        and T                                       3                                        serum transport - but FT                                       4                                        concentration remains normal; and, therefore, the patient remains euthyroid",SUBHEADER
6a3aa7ea-4a9d-4be2-a6d9-5fbf21673835,12047,Levothyroxine Sodium,CarbamazepineHydantoinsPhenobarbitalRifampin,17.1,Data,"Stimulation of hepatic microsomal drug-metabolizing enzyme activity may cause increased hepatic degradation of levothyroxine, resulting in increased Ievothyroxine requirements. Phenytoin and carbamazepine reduce serum protein binding of levothyroxine, and total- and free-T4 may be reduced by 20% to 40%, but most patients have normal serum TSH levels and are clinically euthyroid.","Drugs that may increase hepatic metabolism, which may result in hypothyroidism",SUBHEADER
6a3aa7ea-4a9d-4be2-a6d9-5fbf21673835,12047,Levothyroxine Sodium,NA,16.1,SuperRow,"Drugs that may increase hepatic metabolism, which may result in hypothyroidism",None,SUBHEADER
6a3aa7ea-4a9d-4be2-a6d9-5fbf21673835,12047,Levothyroxine Sodium,NA,13.1,SuperRow,Drugs that may cause protein-binding site displacement,None,SUBHEADER
6a3aa7ea-4a9d-4be2-a6d9-5fbf21673835,12047,Levothyroxine Sodium,Antacids- Aluminum & Magnesium Hydroxides- SimethiconeBile Acid Sequestrants- Cholestyramine- ColestipolCalcium CarbonateCation Exchange Resins- KayexalateFerrous SulfateOrlistatSucralfate,9.1,Data,"Concurrent use may reduce the efficacy of levothyroxine by binding and delaying or preventing absorption, potentially resulting in hypothyroidism. Calcium carbonate may form an insoluble chelate with levothyroxine, and ferrous sulfate likely forms a ferric-thyroxine complex. Administer levothyroxine at least 4 hours apart from these agents. Patients treated concomitantly with orlistat and levothyroxine should be monitored for changes in thyroid function.","Drugs that may decrease T                                       4                                        absorption, which may result in hypothyroidism",SUBHEADER
6a3aa7ea-4a9d-4be2-a6d9-5fbf21673835,12047,Levothyroxine Sodium,NA,10.1,SuperRow,"Drugs that may alter T                                       4                                        and T                                       3                                        serum transport - but FT                                       4                                        concentration remains normal; and, therefore, the patient remains euthyroid",None,SUBHEADER
6a3aa7ea-4a9d-4be2-a6d9-5fbf21673835,12047,Levothyroxine Sodium,NA,20.1,SuperRow,Miscellaneous,None,SUBHEADER
6a3aa7ea-4a9d-4be2-a6d9-5fbf21673835,12047,Levothyroxine Sodium,"Methylxanthine Bronchodilators- (e.g., Theophylline)",28.1,Data,Decreased theophylline clearance may occur in hypothyroid patients; clearance returns to normal when the euthyroid state is achieved.,Miscellaneous,SUBHEADER
6a3aa7ea-4a9d-4be2-a6d9-5fbf21673835,12047,Levothyroxine Sodium,Ketamine,27.1,Data,Concurrent use may produce marked hypertension and tachycardia; cautious administration to patients receiving thyroid hormone therapy is recommended.,Miscellaneous,SUBHEADER
6a3aa7ea-4a9d-4be2-a6d9-5fbf21673835,12047,Levothyroxine Sodium,Anticoagulants (oral)- Coumarin Derivatives- Indandione Derivatives,21.1,Data,"Thyroid hormones appear to increase the catabolism of vitamin K-dependent clotting factors, thereby increasing the anticoagulant activity of oral anticoagulants. Concomitant use of these agents impairs the compensatory increases in clotting factor synthesis. Prothrombin time should be carefully monitored in patients taking levothyroxine and oral anticoagulants and the dose of anticoagulant therapy adjusted accordingly.",Miscellaneous,SUBHEADER
6a3aa7ea-4a9d-4be2-a6d9-5fbf21673835,12047,Levothyroxine Sodium,Radiographic Agents,29.1,Data,"Thyroid hormones may reduce the uptake of 123I, 131I, and 99mTc.",Miscellaneous,SUBHEADER
6a3aa7ea-4a9d-4be2-a6d9-5fbf21673835,12047,Levothyroxine Sodium,Growth Hormones- Somatrem- Somatropin,26.1,Data,"Excessive use of thyroid hormones with growth hormones may accelerate epiphyseal closure. However, untreated hypothyroidism may interfere with growth response to growth hormone.",Miscellaneous,SUBHEADER
6a3aa7ea-4a9d-4be2-a6d9-5fbf21673835,12047,Levothyroxine Sodium,Cytokines- Interferon-?- Interleukin-2,25.1,Data,"Therapy with interferon-? has been associated with the development of antithyroid microsomal antibodies in 20% of patients and some have transient hypothyroidism, hyperthyroidism, or both. Patients who have antithyroid antibodies before treatment are at higher risk for thyroid dysfunction during treatment. Interleukin-2 has been associated with transient painless thyroiditis in 20% of patients. Interferon-? and -? have not been reported to cause thyroid dysfunction.",Miscellaneous,SUBHEADER
6a3aa7ea-4a9d-4be2-a6d9-5fbf21673835,12047,Levothyroxine Sodium,None,15.1,Data,"Drugs that may alter T                                       4                                        and T                                       3                                        metabolism",None,SUBHEADER
6a3aa7ea-4a9d-4be2-a6d9-5fbf21673835,12047,Levothyroxine Sodium,Furosemide ( > 80 mg IV)HeparinHydantoinsNon Steroidal Anti-lnflammatory Drugs- Fenamates- PhenylbutazoneSalicylates ( > 2 g/day),14.1,Data,"Administration of these agents with levothyroxine results in an initial transient increase in FT4. Continued administration results in a decrease in serum T4 and normal FT4 and TSH concentrations and, therefore, patients are clinically euthyroid. Salicylates inhibit binding of T4 and T3 to TBG and transthyretin. An initial increase in serum FT4, is followed by return of FT4 to normal levels with sustained therapeutic serum salicylate concentrations, although total-T4 levels may decrease by as much as 30%.",Drugs that may cause protein-binding site displacement,SUBHEADER
6a3aa7ea-4a9d-4be2-a6d9-5fbf21673835,12047,Levothyroxine Sodium,Cardiac Glycosides,24.1,Data,Serum digitalis glycoside levels may be reduced in hyperthyroidism or when the hypothyroid patient is converted to the euthyroid state. Therapeutic effect of digitalis glycosides may be reduced.,Miscellaneous,SUBHEADER
6a3aa7ea-4a9d-4be2-a6d9-5fbf21673835,12047,Levothyroxine Sodium,"Antidepressants- Tricyclics (e.g., Amitriptyline)- Tetracyclics (e.g., Maprotiline)- Selective Serotonin Reuptake Inhibitors (SSRIs; e.g., Sertraline)",22.1,Data,"Concurrent use of tri/tetracyclic antidepressants and levothyroxine may increase the therapeutic and toxic effects of both drugs, possibly due to increased receptor sensitivity to catecholamines.Toxic effects may include increased risk of cardiac arrhythmias and CNS stimulation; onset of action of tricyclics may be accelerated. Administration of sertraline in patients stabilized on levothyroxine may result in increased levothyroxine requirements.",Miscellaneous,SUBHEADER
6a3aa7ea-4a9d-4be2-a6d9-5fbf21673835,12047,Levothyroxine Sodium,Antidiabetic Agents- Biguanides- Meglitinides- Sulfonylureas- Thiazolidediones- Insulin,23.1,Data,"Addition of levothyroxine to antidiabetic or insulin therapy may result in increased antidiabetic agent or insulin requirements. Careful monitoring of diabetic control is recommended, especially when thyroid therapy is started, changed, or discontinued.",Miscellaneous,SUBHEADER
6a3aa7ea-4a9d-4be2-a6d9-5fbf21673835,12047,Levothyroxine Sodium,Chloral HydrateDiazepamEthionamideLovastatinMetoclopramide6-MercaptopurineNitroprussidePara-aminosalicylate sodiumPerphenazineResorcinol (excessive topical use)Thiazide Diuretics,31.1,Data,These agents have been associated with thyroid hormone and/or TSH level alterations by various mechanisms.,Miscellaneous,SUBHEADER
6a3aa7ea-4a9d-4be2-a6d9-5fbf21673835,12047,Levothyroxine Sodium,NA,18.1,SuperRow,"Drugs that may decrease T                                       4                                        5' - deiodinase activity",None,SUBHEADER
78789b4c-401b-4393-ad5f-72c9d5cc0e2e,13053,Synthroid,NA,1.1,SuperRow,"Drugs that may reduce TSH secretion _研 the reduction is not sustained; therefore, hypothyroidism does not occur",None,SUBHEADER
78789b4c-401b-4393-ad5f-72c9d5cc0e2e,13053,Synthroid,Drug or Drug Class,0.1,Data,Effect,,SUBHEADER
78789b4c-401b-4393-ad5f-72c9d5cc0e2e,13053,Synthroid,Sympathomimetics,30.1,Data,Concurrent use may increase the effects of sympathomimetics or thyroid hormone.  Thyroid hormones may increase the risk of coronary insufficiency when sympathomimetic agents are administered to patients with coronary artery disease.,Miscellaneous,SUBHEADER
78789b4c-401b-4393-ad5f-72c9d5cc0e2e,13053,Synthroid,ClofibrateEstrogen-containing oral contraceptivesEstrogens (oral)Heroin / Methadone5-FluorouracilMitotaneTamoxifen,12.1,Data,Androgens / Anabolic SteroidsAsparaginaseGlucocorticoidsSlow-Release Nicotinic Acid,"Drugs that may alter T4 and T3 serum transport  - but FT4 concentration remains normal; and therefore, the patient remains euthyroid",SUBHEADER
78789b4c-401b-4393-ad5f-72c9d5cc0e2e,13053,Synthroid,AmiodaroneIodide (including iodine-containing radiographic contrast agents),7.1,Data,"Iodide and drugs that contain pharmacologic amounts of iodide may cause hyperthyroidism in euthyroid patients with Grave's disease previously treated with antithyroid drugs or in euthyroid patients with thyroid autonomy (e.g., multinodular goiter or hyperfunctioning thyroid adenoma).  Hyperthyroidism may develop over several weeks and may persist for several months after therapy discontinuation.  Amiodarone may induce hyperthyroidism by causing thyroiditis.","Drugs that may increase thyroid hormone secretion, which may result in hyperthyroidism",SUBHEADER
78789b4c-401b-4393-ad5f-72c9d5cc0e2e,13053,Synthroid,NA,6.1,SuperRow,"Drugs that may increase thyroid hormone secretion, which may result in hyperthyroidism",None,SUBHEADER
78789b4c-401b-4393-ad5f-72c9d5cc0e2e,13053,Synthroid,None,3.1,Data,Drugs that alter thyroid hormone secretion,None,SUBHEADER
78789b4c-401b-4393-ad5f-72c9d5cc0e2e,13053,Synthroid,Dopamine/Dopamine AgonistsGlucocorticoidsOctreotide,2.1,Data,Use of these agents may result in a transient reduction in TSH secretion when administered at the following doses:  Dopamine (? 1 mcg/kg/min); Glucocorticoids (hydrocortisone ?隷100隷mg/day or equivalent); Octreotide (> 100 mcg/day).,"Drugs that may reduce TSH secretion _研 the reduction is not sustained; therefore, hypothyroidism does not occur",SUBHEADER
78789b4c-401b-4393-ad5f-72c9d5cc0e2e,13053,Synthroid,"AmiodaroneBeta-adrenergic antagonists- (e.g., Propranolol > 160 mg/day)Glucocorticoids- (e.g., Dexamethasone ? 4 mg/day)Propylthiouracil (PTU)",19.1,Data,"Administration of these enzyme inhibitors decreases the peripheral conversion of T4 to T3, leading to decreased T3 levels.  However, serum T4 levels are usually normal but may occasionally be slightly increased.  In patients treated with large doses of propranolol (> 160 mg/day), T3 and T4 levels change slightly, TSH levels remain normal, and patients are clinically euthyroid.  It should be noted that actions of particular beta-adrenergic antagonists may be impaired when the hypothyroid patient is converted to the euthyroid state.  Short-term administration of large doses of glucocorticoids may decrease serum T3 concentrations by 30% with minimal change in serum T4 levels.  However, long-term glucocorticoid therapy may result in slightly decreased T3 and T4 levels due to decreased TBG production (see above).",Drugs that may decrease T4 5'-deiodinase activity,SUBHEADER
78789b4c-401b-4393-ad5f-72c9d5cc0e2e,13053,Synthroid,NA,8.1,SuperRow,"Drugs that may decrease T4 absorption, which may result in hypothyroidism",None,SUBHEADER
78789b4c-401b-4393-ad5f-72c9d5cc0e2e,13053,Synthroid,AminoglutethimideAmiodaroneIodide (including iodine-containing radiographic contrast agents)LithiumMethimazolePropylthiouracil (PTU)SulfonamidesTolbutamide,5.1,Data,"Long-term lithium therapy can result in goiter in up to 50% of patients, and either subclinical or overt hypothyroidism, each in up to 20% of patients.  The fetus, neonate, elderly and euthyroid patients with underlying thyroid disease (e.g., Hashimoto's thyroiditis or with Grave's disease previously treated with radioiodine or surgery) are among those individuals who are particularly susceptible to iodine-induced hypothyroidism.  Oral cholecystographic agents and amiodarone are slowly excreted, producing more prolonged hypothyroidism than parenterally administered iodinated contrast agents.  Long-term aminoglutethimide therapy may minimally decrease T4 and T3 levels and increase TSH, although all values remain within normal limits in most patients.","Drugs that may decrease thyroid hormone secretion, which may result in hypothyroidism",SUBHEADER
78789b4c-401b-4393-ad5f-72c9d5cc0e2e,13053,Synthroid,NA,4.1,SuperRow,"Drugs that may decrease thyroid hormone secretion, which may result in hypothyroidism",None,SUBHEADER
78789b4c-401b-4393-ad5f-72c9d5cc0e2e,13053,Synthroid,Drugs that may increase serum TBG concentration,11.1,Data,Drugs that may decrease serum TBG concentration,"Drugs that may alter T4 and T3 serum transport  - but FT4 concentration remains normal; and therefore, the patient remains euthyroid",SUBHEADER
78789b4c-401b-4393-ad5f-72c9d5cc0e2e,13053,Synthroid,CarbamazepineHydantoinsPhenobarbitalRifampin,17.1,Data,"Stimulation of hepatic microsomal drug-metabolizing enzyme activity may cause increased hepatic degradation of levothyroxine, resulting in increased levothyroxine requirements.  Phenytoin and carbamazepine reduce serum protein binding of levothyroxine, and total- and free- T4 may be reduced by 20% to 40%, but most patients have normal serum TSH levels and are clinically euthyroid.","Drugs that may increase hepatic metabolism, which may result in hypothyroidism",SUBHEADER
78789b4c-401b-4393-ad5f-72c9d5cc0e2e,13053,Synthroid,NA,16.1,SuperRow,"Drugs that may increase hepatic metabolism, which may result in hypothyroidism",None,SUBHEADER
78789b4c-401b-4393-ad5f-72c9d5cc0e2e,13053,Synthroid,NA,13.1,SuperRow,Drugs that may cause protein-binding site displacement,None,SUBHEADER
78789b4c-401b-4393-ad5f-72c9d5cc0e2e,13053,Synthroid,Antacids- Aluminum & Magnesium Hydroxides- SimethiconeBile Acid Sequestrants- Cholestyramine- ColestipolCalcium CarbonateCation Exchange Resins- KayexalateFerrous Sulfate OrlistatSucralfate,9.1,Data,"Concurrent use may reduce the efficacy of levothyroxine by binding and delaying or preventing absorption, potentially resulting in hypothyroidism.  Calcium carbonate may form an insoluble chelate with levothyroxine, and ferrous sulfate likely forms a ferric-thyroxine complex.  Administer levothyroxine at least 4 hours apart from these agents. Patients treated concomitantly with orlistat and levothyroxine should be monitored for changes in thyroid function.","Drugs that may decrease T4 absorption, which may result in hypothyroidism",SUBHEADER
78789b4c-401b-4393-ad5f-72c9d5cc0e2e,13053,Synthroid,NA,10.1,SuperRow,"Drugs that may alter T4 and T3 serum transport  - but FT4 concentration remains normal; and therefore, the patient remains euthyroid",None,SUBHEADER
78789b4c-401b-4393-ad5f-72c9d5cc0e2e,13053,Synthroid,NA,20.1,SuperRow,Miscellaneous,None,SUBHEADER
78789b4c-401b-4393-ad5f-72c9d5cc0e2e,13053,Synthroid,"Methylxanthine Bronchodilators- (e.g., Theophylline)",28.1,Data,Decreased theophylline clearance may occur in hypothyroid patients; clearance returns to normal when the euthyroid state is achieved.,Miscellaneous,SUBHEADER
78789b4c-401b-4393-ad5f-72c9d5cc0e2e,13053,Synthroid,Ketamine,27.1,Data,Concurrent use may produce marked hypertension and tachycardia; cautious administration to patients receiving thyroid hormone therapy is recommended.,Miscellaneous,SUBHEADER
78789b4c-401b-4393-ad5f-72c9d5cc0e2e,13053,Synthroid,Anticoagulants (oral)- Coumarin Derivatives- Indandione Derivatives,21.1,Data,"Thyroid hormones appear to increase the catabolism of vitamin K-dependent clotting factors, thereby increasing the anticoagulant activity of oral anticoagulants.  Concomitant use of these agents impairs the compensatory increases in clotting factor synthesis.  Prothrombin time should be carefully monitored in patients taking levothyroxine and oral anticoagulants and the dose of anticoagulant therapy adjusted accordingly.",Miscellaneous,SUBHEADER
78789b4c-401b-4393-ad5f-72c9d5cc0e2e,13053,Synthroid,Radiographic Agents,29.1,Data,"Thyroid hormones may reduce the uptake of 123I, 131I, and 99mTc.",Miscellaneous,SUBHEADER
